question,answer,img_id,type
màu của bông hoa là gì,màu tía,292982,2
hàng chục bánh rán đang nằm ở đâu,hộp,59454,3
màu của quần là gì,màu tía,366753,2
"táo xanh, chanh và cam ở đâu",chậu,56364,3
bảy gấu bông ngồi ở đâu,toa xe,527073,3
gấu bông nâu nằm ở đâu,đường phố,468960,3
những gì đang bay trên bầu trời trong,máy bay,393858,0
những gì đang đứng đằng sau dấu hiệu cảnh báo,ngựa vằn,344314,0
phòng tắm nhỏ với nhà vệ sinh màu trắng bên cạnh rèm che phòng tắm đã làm gì,bồn tắm,357567,0
màu của dĩa nhựa là gì,màu xanh lá,518052,2
những gì đang chạm vào nhau trong ngày,con voi,394458,0
con linh dương đang ăn gì ở giữa hai con ngựa vằn,bãi cỏ,516316,0
màu của áo là gì,màu xanh dương,51270,2
có bao nhiêu phụ nữ đang ngồi trên đồ nội thất bãi cỏ gần thùng gỗ,bốn,399138,1
những gì được phục vụ với khoai tây nướng và bông cải xanh,cá,478766,0
", người cũng có những gì",chiếc ô,389258,0
màu sắc của bông hoa là gì,màu tía,521769,2
ba bông hoa đỏ cắm ở đâu,lọ cắm hoa,138342,3
 trẻ em học cách bơi ở đâu,hồ bơi,186856,3
nhà vệ sinh là một chai giá và một rèm tắm,bồn tắm,446574,0
những gì kéo xe du hành xuống một đường phố,con ngựa,495786,0
màu sắc của ca nô là gì,màu cam,273602,2
có bao nhiêu đường được gắn phía trên biển báo,một,65916,1
cái gì đang ngồi trên bàn phím máy tính xách tay với ảnh của hai người trên màn hình,con mèo,357805,0
những gì đang trên đường đua của nó và sẵn sàng rời khỏi kho,tàu hỏa,528404,0
màu sắc của đầu máy là gì,màu đen,392058,2
cái gì ở giữa hồ,con vịt,460972,0
một số gấu bông nâu treo ở đâu,cửa sổ,240080,3
có cái gì đậu ở sân bay này,máy bay,381599,0
mắt cá nhìn ở đâu,nhà ở,134650,3
người đàn ông đang điều chỉnh cà vạt ở đâu,gương,296455,3
ăn thức ăn cho mèo từ món ăn của nó là gì,con mèo,437556,0
màu của mỏ là gì,màu cam,83566,2
người phụ nữ với chiếc cặp và ô đứng ở đâu,hành lang,239365,3
những gì bị khóa đến cột kim loại khi chàng trai trẻ đang chờ tàu vận chuyển hàng loạt,xe đạp,492937,0
những gì đứng trong cây bụi xanh,hươu cao cổ,414109,0
người đàn ông mặc những gì đi bộ trên một con đường tại một cuộc đi bộ chéo,áo khoác,553912,0
người chơi tennis đực đánh vào đối thủ của mình là gì,quả bóng,405223,0
"chuối, và trái cây có múi nằm ở đâu",cái rổ,157860,3
thanh niên xem thiết lập những gì,máy tính,540253,0
công nhân vá lỗ ở đâu,đường phố,556089,3
có bao nhiêu người đàn ông đang chụp ảnh chiếc máy bay pia,hai,100124,1
nhiều cái ghế ở đâu,phòng ngủ,322180,3
cái gì đang đỗ ở bên đường,xe máy,540187,0
có bao nhiêu con cừu đang chăn thả trên cánh đồng với cỏ xanh,bốn,391018,1
màu của con mèo là gì,màu cam,80519,2
màu của bên trong là gì,màu đỏ,409216,2
bức ảnh đen trắng này hiển thị gì với bồn rửa và nhà vệ sinh,phòng tắm,436848,0
điều gì đang nhìn vào gương và chạm vào gương bằng một chân,con mèo,411665,0
người phụ nữ mặc cái gì đứng gần cừu sau hàng rào,áo choàng,377949,0
những gì xếp hàng chống lại tòa nhà gạch,xe đạp,429497,0
nơi hai chiếc xe máy đang dừng,đường bộ,464515,3
các chậu và chảo treo ở đâu,phòng bếp,282351,3
có bao nhiêu con voi đào một cái hố trên đất,ba,23976,1
có bao nhiêu cầu thủ đá bóng trên sân trong khi một cầu thủ đá bóng,ba,202328,1
có bao nhiêu con ngựa vằn ở gần nhau trên cánh đồng gần cỏ,bốn,182849,1
con mèo đen đang ngồi ở đâu,cây,127809,3
"những gì đứng cạnh nhau, ăn cỏ",ngựa vằn,488030,0
những gì đang đi qua cơ thể của nước,con thuyền,551692,0
con chó nhỏ đang tắm ở đâu,chậu,333407,3
những gì được treo bên trong tòa nhà để trưng bày,máy bay,477700,0
cái bát gì có hình những bông hoa trắng và xanh trong đó,lọ cắm hoa,467951,0
có bao nhiêu phụ nữ đang ngồi trên băng ghế trong viện bảo tàng sử dụng điện thoại của họ,ba,544956,1
"hoa màu xanh lam, hồng, tím và vàng ở đâu",lọ cắm hoa,263482,3
người đàn ông cầm bao nhiêu điều khiển từ xa trò chơi điện tử,hai,160602,1
những gì chuyến tàu đi qua vùng nông thôn xanh nông thôn,màu cam,440508,0
có bao nhiêu người trượt ván đang trượt trên vỉa hè thành phố,hai,401553,1
cái gì đang dừng trong ga tàu,tàu hỏa,578093,0
con mèo lông xám ngồi ở đâu,chậu,72605,3
những gì đang nằm lộn ngược trên giường,con chó,575957,0
màu của vali là gì,màu tía,180713,2
người đàn ông đang đi xuống một bên gì tuyết bao phủ,núi,475396,0
có bao nhiêu người trên bãi biển đang chơi trò chơi,bốn,30299,1
người đàn ông đang nhìn ở đâu,gương,214174,3
những gì nằm trong đống cỏ khô gần quầy hàng tại một hội chợ,con bò,571034,0
nhà vệ sinh trắng ở đâu,phòng tắm,78554,3
màu của cỏ là gì,màu cam,426538,2
cảnh sát nhìn về phía đồng nghiệp ở đâu,áo vest,376817,3
nhóm bò được hiển thị ở đâu,chuồng trại,357512,3
những gì bao gồm bánh sô cô la suy đồi trên đầu,món tráng miệng,403333,0
con gì đang đứng trong khu vực có rào chắn,con voi,581726,0
màu của máy bay là gì,màu xanh lá,307567,2
có bao nhiêu người đàn ông trưởng thành đang ngồi quanh bàn chơi trò chơi điện tử,bốn,59367,1
con voi đang ở đâu,vườn bách thú,83013,3
người đàn ông chuẩn bị ớt xanh ở đâu,phòng bếp,82729,3
"cái gì ở trên cùng với bốn chiếc bánh rán, hai trong số chúng phủ sô cô la",đĩa ăn,356586,0
nhiều bồn trắng đã xếp hàng,phòng,129995,3
màu của chiếc bình là gì,màu xanh dương,114749,2
nhiều cái pizza được nấu ở đâu,chảo,568276,0
có gì đứng cùng nhau bên ngoài,ngựa vằn,479762,0
màu của chiếc bình là gì,màu đen,407967,2
màu của kéo cắt là gì,màu đen,211983,2
màu của áo là gì,màu đen,29466,2
có bao nhiêu con hươu cao cổ trong khu vực cỏ cạnh hàng rào,bốn,68625,1
màu của các tấm là gì,màu đỏ,18495,2
có bao nhiêu con ngựa trong một sân trong một chiếc xe trống rỗng,hai,577488,1
màu của lá là gì,màu xanh lá,205380,2
cậu bé ở đâu,giường,195952,3
những gì đang trôi nổi trong ao cùng nhau,con vịt,449338,0
nhóm các chàng trai mặc đồng phục màu đen và đỏ và giày đen mang theo cái gì,chiếc ô,477288,0
những gì đang ngồi cạnh cây và một hàng rào,con bò,502798,0
có bao nhiêu con ngựa vằn đang uống nước cùng nhau,tám,28039,1
những gì được vẽ chính xác như lá cờ yêu nước,vòi,580757,0
màu của con mèo là gì,màu cam,492137,2
cái gì đang đứng trong nước gần một cành cây,con chim,507766,0
những gì được hiển thị trên tấm,sandwich,543224,0
có bao nhiêu người đàn ông đang mỉm cười khi họ bày thức ăn mà họ đã chuẩn bị trên bàn,ba,30387,1
có bao nhiêu trẻ nhỏ đang chơi bên ngoài,ba,127522,1
màu của con voi là gì,màu nâu,245746,2
con mèo đang ngồi ở đâu,cái túi,277070,3
những gì đang đi xuống các đường ray tàu,tàu hỏa,434279,0
"những gì đang đỗ bên ngoài, với một chiếc ô",xe tay ga,565650,0
những gì đỗ trên đường phố gần các tòa nhà,xe máy,557552,0
đang chơi gì với nhau và lồng vào nhau những chiếc ngà của họ,con voi,359135,0
một giường phụ được thiết lập ở đâu,phòng ngủ,62292,3
những gì đảo lộn trên đường phố với đôi giày lơ lửng trên nó,ván trượt,493613,0
anh chàng mặc những gì giữ một đĩa trắng,nón,394050,0
màu của sứ là gì,màu trắng,532525,2
năm người cưỡi những gì trên đường,xe máy,534827,0
một con voi nâng những gì trong một cánh đồng cỏ,thân cây,399893,0
những gì trên bầu trời của những đám mây xám,máy bay,445295,0
màu của ngân hàng là gì,màu xanh lá,520551,2
hai người đàn ông đang ngồi và nói chuyện ở đâu,phòng,51555,3
những gì đỗ ở cuối một số đường ray,tàu hỏa,483803,0
nơi có màu hồng che giường và bàn,phòng ngủ,142051,3
con mèo đang ngồi ở đâu,hành lý,110979,3
hươu cao cổ lớn và hươu cao cổ nhỏ ở đâu,chuồng,270166,3
những gì quá ngắn cho con chó nóng dài,búi tóc,546283,0
có bao nhiêu người ở ngoài trời tuyết,hai,62985,1
những gì liên tiếp trong một phòng tắm bị phá hủy,phòng tắm,566189,0
người đang giữ gì bên ngoài,điện thoại,493424,0
cái gì đang bị cắt bởi một con dao,quả táo,579201,0
màu của chiếc ghế dài là gì,màu đỏ,24204,2
màu của cái bát là gì,màu cam,105580,2
người trượt ván đang biểu diễn một mánh khóe ở đâu,đường phố,569872,3
con mèo đang ngồi ở đâu,cái ghế,416345,3
màu của con mèo là gì,màu đen,531076,2
có bao nhiêu người đi xe máy đang rẽ vào một khúc cua trên con đường nông thôn,hai,475769,1
hai người đi thang máy trượt tuyết trên tuyết đã làm gì,núi,376393,0
có bao nhiêu con bò trên cánh đồng đất đang nhìn vào máy ảnh,ba,221222,1
"những gì đứng gắn liền với xe ngựa, bị một người phụ nữ chạm vào",con ngựa,430788,0
nhà vệ sinh là một bồn rửa và một chiếc khăn và giấy vệ sinh,buồng,397327,0
những gì mô tả những gì thành phố trông như trong thời gian này,bức ảnh,560119,0
pizza chứa ở đâu,hộp,129305,3
những gì được đặt trên giường đôi với khăn trải giường màu đỏ,khăn,527994,0
những gì đang bay hình thành trên bầu trời có mây mù một phần,máy bay,504378,0
em bé đang giữ một món đồ chơi nhồi bông ở đâu,giường,175883,3
gấu bắc cực trong nước có gì trên một cái lồng,móng vuốt,539067,0
công viên thể thao đã làm gì trên mặt đường gần với một tòa nhà,xe máy,549399,0
mọi người đứng và ngồi ở đâu,tàu hoả,546126,3
những gì dính lên khỏi sóng lớn,ván lướt sóng,391214,0
những gì đỗ trong bãi đậu xe,xe tay ga,406253,0
những gì nép mình dưới gốc cây,băng ghế,574392,0
màu sắc của tủ quần áo là gì,màu nâu,535448,2
những gì được tổ chức cùng với băng vịt chứa đầy táo,máy xay,519359,0
màu của máy bay là gì,màu xám,154068,2
chuối và chanh được đặt ở đâu,bát,430396,3
cái gì ăn thân cây tre trong rừng,gấu trúc,341048,0
những gì nằm trong cỏ và nhìn vào camera,con cừu,547383,0
cái gì ngồi trong cái bình màu cam,bông hoa,355632,0
những gì cất cánh tại sân bay lớn,máy bay,503292,0
những gì đỗ ở bên đường,xe đạp,549399,0
hai người và một số thức ăn được chứa đầy những gì,đĩa,528821,0
màu của cửa sổ là gì,màu nâu,75811,2
màu của xe buýt là gì,màu đỏ,373653,2
màu của chiếc ô là gì,màu vàng,262012,2
điều gì cho thấy người phụ nữ khỏa thân sử dụng máy tính xách tay của cô ấy,bức tranh,437720,0
con chó pug đen đang ở đâu,cái ghế,226308,3
màu của xe buýt là gì,màu vàng,419439,2
người phụ nữ đang giữ một chiếc ô đỏ mở ở đâu,phòng ngủ,114421,3
những gì đang đứng ở cạnh của nước,con chim,412364,0
hai người đang chơi một trò chơi video ở đâu,phòng,485160,3
người phụ nữ đang nói chuyện ở đâu,giường,430493,3
màu của con bò là gì,màu nâu,186275,2
những con chó gì ngồi trên băng ghế ở bãi biển,pug,515226,0
màu của máy bay là gì,màu xám,438180,2
những gì chuyến tàu đi xuống đường ray xe lửa,động cơ,505638,0
những gì đang đứng bên cạnh con ếch và một con búp bê nhồi bông,gấu,468363,0
màu của xe đạp là gì,màu tía,166750,2
có bao nhiêu con ngựa đã dừng lại giữa đồng cỏ,bốn,465647,1
"cái gì đang ngồi trên bàn, dường như có tất cả mọi thứ trên đó",pizza,366677,0
hai cô gái trẻ ôm nhau ở đâu,phòng bếp,49522,3
hai cô gái đang đánh răng ở đâu,phòng tắm,307881,3
có bao nhiêu cô gái trẻ đang chải tóc cho một cô gái trẻ khác,một,337164,1
nướng gì với cà chua đỏ và ô liu xanh,pizza,353830,0
nhà vệ sinh trắng đang đặt ở đâu,phòng tắm,128736,3
màu của tủ lạnh là gì,màu trắng,365116,2
màu của con mèo là gì,màu đen,178692,2
có bao nhiêu người bạn đang tạo dáng trên dốc trượt tuyết với tất cả các thiết bị của họ,ba,349268,1
những gì đang nổi trên cây,hươu cao cổ,449259,0
màu của bầu trời là gì,màu xanh dương,66005,2
có bao nhiêu con cừu đang chăn thả cùng nhau,năm,477828,1
màu của áo là gì,màu trắng,58708,2
